content,score,sentiment
"Sudah bagus semuanya.. Hanya ada 1 Kendala yang sy alami sejak Mei 2023 dan belum ada pencerahan. Untuk status video, saya hampir tidak pernah bisa update status berupa video karena selalu ada info : ""pilih video yang berbeda"". Padahal kuota penuh, jaringan oke, sdh sempat d restart jg HP nya, update aplikasi, juga Sudah ganti video berbeda pun tetap ga bisa update.",5,positif
"Masalah notifikasi di benerin dong, kadang wa saya tiba tiba ada pesan atau telpon tanpa adanya suara notifikasi, padahal di pengaturan sudah benar dan volume juga sudah besar tapi jika ada pesan masuk gak ada suaranya. dan fitur terbaru cepat di munculin dong jangan cuma di BETA aja . Terima kasih",5,positif
"Bagus, ya pasti bagus soalnya hampir seluruh orang pake dan bisa berkomunikasi dengan orang lain, tapiiiiiii..... Saya suka ketinggalan, di WA saya belum ada yg namanya saluran, saya pengen banget, udah buka PlayStore trus tp gaada tulisan update, tolong agar semua bisa kebagian",4,positif
"What'sApp makin di upgrade makin jelek. folder komunitas tidak berguna, status jam nya acak, status jg gabisa hd alias pecah"", filter kamera wa jg jelek mnrtku gausa pake gituan, trs aplgi skrg makin bug kl buka rc baru di pesan personal/grup malah chatnya keatas otomatis naik jadi harus scroll kebawah lagi buat nyari chat yg baru, menyusahkan. trs kl untuk telfon/vc sering menghubungkan ulang padahal sinyal kedua pihak udah bagus dan lancar g ada trouble, aneh! menyusahkan saja mnghambat kmnks.",2,negatif
"Banyak bug -Tombol like hilang -Tampilan status berubah,dari kita bisa melihat status org lain tanpa melihat nya tapi sekarang berubah hanya bulatan -Tidak ada tombol mention Jujur sangat kecewa Kemarin WhatsApp saya ga begini Tolong perbaiki lagi ya tolong.",1,negatif
"Tolong sekali teruntuk WhatsApp. Pliss kasih opsi untuk ""Temukan Saluran untuk diikuti"" bisa dihilangkan / sembunyikan pada pengaturan. Saya terganggu, sungguh, lebih suka WhatsAppa simple yang hanya menampilkan ""Status saya & teman-teman."" Tolong Update lebih bermanfaat.",1,negatif
"Kenapa untuk android versi 14 sekarang klo di telpon whatsapp tidak muncul notifikasi full layar HP android, tolong di perbaiki, krna sering tidak tau klo ada org sedang telpon, karna tidak muncul notifikasi telpon di layar, hanya suara, itu pun suara hanya sebentar jika mati layar HP hilang juga suara nya. TOLONG DI PERBAIKI!!!!!!!!!!!",1,negatif
Kenapa setelah di perbarui aplikasinya jadi seperti dulu lagi. Mau up gambar di story pakai keterangan text jadi gak ada tombol enter nya. Tulisan jadi panjang banget bergandengan gandeng. Sebelum di perbarui aja bagus. Giliran diperbarui malah begini dong,4,positif
"Setiap bikin video story, selalu pecah dan blurr, pdhl di hp ku bagus"" aja, aq kira hp nya yg bermasalah, ternyata setelah baca ulasan banyak juga yg ngalaminn. Benerin lahh kualitas storynyaa. Kalo gak di benerin pindah line lagi atau telegram aja lah mendingannn.",2,negatif
"Fitur simpan nomer dari whatsapp agak eror ya? Saya sudah menyimpan nomor seseorang via whatsapp malah 1-2 hari ke depan nomornya tiba2 ga ke save sendiri, juga tiba2 kok sering deleting message sendiri ya? Juga untuk status whatsapp kembalikan seperti dulu, waktu yang berurutan jangan acak2an. Tolong benerin bug nya, terima kasih.",4,positif
"GA jelas WA skrg ni, status yg masuk gag berurutan waktu, sttus baru posisi paling bawah, stts kemarin posisi paling atas.. baca2 eh gag jelas kaya ngatur2 pngguna wa yaq. ""WhatsApp ingin memprioritaskan kontak penting di bagian pembaruan sehingga pengguna bisa mendapatkan informasi penting dari kontak tersebut. Dengan sistem baru ini, pengguna akan terus berinteraksi dengan kontak tertentu. """,1,negatif
"Tolong buat pihak WhatsApp perbaiki semua bug di aplikasi kalian terlalu banyak bug seperti nama kontak berubah ubah sendiri,dan tiba tiba semua data media foto dan video terhapus dengan tiba tiba tanpa di hapus oleh pengirim dan juga penerima,tolong buat fitur segarkan media foto dan video yang sudah kadaluarsa karna terhapus tiba tiba oleh pihak WhatsApp🙏",1,negatif
"Tolong untuk pihak WhatsApp pada update saat ini status itu turun ke kebawah saat mengikuti saluran atau pun tidak...tapi semoga aja ada opsi seperti kita bis mbuat status ke samping,karna sudah terbiasa status ke samping hehe😅...semoga aja di buat opsi nya. Ada satu bug lagi knpa foto profil seseorang tidak terlihat pada wa kita, padahal di pengaturan privasi org tersebut...semua org dapat melihat foto profil nya.",5,positif
"Tolong dong atasin bug yang dimana teman kontak sudah melihat story kita tetapi di handphone kita tidak muncul riwayat orang yang sudah melihatnya, saya selalu mengalami hal tersebut jika membuat story berupa video 3 atau 4 video sekaligus. Saya turunin bintang supaya bisa di respon dengan cepat",5,positif
"Untuk pembuat aplikasi WA, saya sangat ingin memberikan saran supaya foto/vidio yang HD itu jangan dikompres lagi saat ingin membuat status WA. Karena sangat menganggu kenyamanan apabila ingin membuat status HD tapi tiba tiba kena kompres sama aplikasi dan alhasil jadi burik. Walaupun sudah ada fitur HD tapi tetap saja masih di kompres dari aplikasi WA itu sendiri.",1,negatif
"Semuanya sudah bagus, tapi untuk pasang story Kualitas HD selalu ditampilkan supaya video lebih jernih saat di posting. Untuk sekarang nggak tau kenapa jam posting story wa tiba tiba hilang, teks yang dikirim nggak bisabdi edit lagi.",5,positif
"Pilihan pemulihan data chat saat memasukkan nomor kita ke device baru hanya memunculkan opsi transfer chat saja, sedangkan pemulihan data chat menggunakan google Drive tidak ada pilihannya.. sudah dilakukan transfer chat selama hampir 2 jam, berakhir dengan kegagalan, malah disuruh coba kembali.. pas mau di coba kembali nomor tidak dapat menerima kode otp dengan alasan spam., sekelas META hal seperti itu seolah tidak ada cara untuk mengatasinya. Very bad.",1,negatif
"Semenjak update terbaru, notif telepon masuk tidak muncul, hanya bunyi nada dering saja. Jika hp dalam posisi terkunci/layar mati, telepon hanya berdering, layar tidak hidup. Jika layar dalam keadaan hidup, telepon hanya ada di bar notifikasi, jadi kita harus swipe bar notifikasi terlebih dahulu untuk mengangkat atau mematikan telepon masuk. Device yg saya pakai Xiaomi 12 lite.",1,negatif
"Fitur menulis di strory sangat jelek, fiturnya tidak ada space yang cukup hanya bisa mengirim kata yang tidak berparagraf, tidak bisa di biat untuk membuat quotes, sangat buruk, sudah sangat lama saya memendam rasa akan kejelekan fitur WhatsApp yang satu ini, saya akui ini adalah fitur yang sangat sangat jelek, sampah",1,negatif
mungkin di hpku udh ke update sendiri (?) tapi ini wa jadi banyak bug nya dan kalo mau forward pesan dari channel/saluran orang jadi gabisa. padahal sebelumnya juga gapapa dan fine fine aja. mohon wa untuk menghilangkan bug nya ya 🙏🏻,2,negatif
Tolong perbaiki whatsapp. Saat saya sedang Chetan tiba tiba whatsapp keluar dan ada tulisan (menginisialisasi) suruh tunggu sebentar tapi sampai 1 jam belum juga selesai namun setelah saya log aut beberapa chet di dua hari yang lalu kok bisa hilang maksudnya apa ada beberapa pesan penting namun sudah hilang maksudnya dari ini apa whatsapp gimana ini coba tolong jelas kan secepatnya dan cara solusi biar mengembalikan chet nya seperti semua apakah harus ekspor chet. Sudah saya coba tapi tetap sam.,1,negatif
"Untuk fitur sembunyikan status orang lain, tolong jadikan seperti Instagram yaitu disenyapkan, jika statusnya masuk ke pembaruan yang dibisukan buat apa? Terkadang user tidak sengaja memencetnya dan ada thumbnail di status orang tersebut yang sengaja kita hide dengan tujuan tertentu, malah ditampilkan.",1,negatif
"Sebenarnya selama di update ini WhatsApp update apa ya,saya setiap kali menggunakan aplikasi satu bnyk kendalanya dari pada WhatsApp yang awal saya kenal, semakin di update bukanya makin bagus malah makin jelek, padahal device saya sangat mumpuni,jaringan saya sangat stabil,lawan bicara saya juga menggunakan device yang sama,tapi kenapa kualitas gambar dan suara sangat buruk,apa lagi saat share screen,bnyk kendala sekali saat share scre dengan pasangan,ntah gambar buram,TOLONG DI PERBAIKI INI!!!",1,negatif
Perbaiki resolusi dalam status whatsapp donk.. sebelum dibuat status video / foto jernih walaupun ukuran lumayan besar.. tp setelah terkirim di status kenapa jadi buram / ngeblur.. 😭 terus aku abis update.. kenapa tampilan status nya berubah? Harus scroll ke samping kaya instagram? Plissssss nggak praktis bgt.. 😪,4,positif
"Apk nya tidak sama dengan di lihatkan di foto. Tampilan nya masih whatsapp yang lama bukan seperti di foto. Dan setelah saya cek. Di pengaturan ada mengaktifkan efek kamera, setelah saya aktifkan saya coba panggilan video. Tidak ada gambar tongkat di panggilan video untuk merubah beground nya. Tolong di tanggapi error ini untuk time whatsApp.",1,negatif
"terlalu banyak fitur wa jadi lelet, truss kalo buka status harus pencet 2 kali, WA sekarang kurang enak digunakan WA sekarang tambah jelek Bagusan seperti dulu Untuk Video call nya lebih bagus tidak menggunakan filter atau latar belakang jadi buram anehh tolong diperbaiki atau hilangkan filter nya",1,negatif
"aplikasi whatsapp memang sangat membantu untuk komunikadi termudah tp knp setelah upgrade fiturnya mlh jd kurang bagus ya , whatsapp saya baik"" aja sblm di upgrade tp setelah ada upgrade terus menerus hp nya malah jd nge bug gampang panas suka keluar tiba"" dari aplikasi sama kalo buat mengirim video nggk bisa , gambarnya malah jd green screen gitu . tolong minta saran dan bantuanya🙏",1,negatif
Fitur chat bagus...hanya saja yg perlu di perbaiki..setiap up status WA pasti pecah ga jelas video.. Dan status WA terbaru g enak dipandang...seharusnta sesuai urutan waktu kaya dulu..skrg dibuat sesuai contact yg paling sering dihubungi. Menurut saya itu kurang efisien..yg muncuk status orang itu2 doang . 🙏,4,positif
"Sejak di perbarui malah nge bug, setiap panggilan telfon WA masuk tidak bisa tampil di layar dalam keadaan layar mati, harus buka kunci HP dulu dan masuk aplikasi WA baru bisa ngangkat telfon.. tolong segera diperbaiki..! Bukan HP saya saja yg begini, semua teman2 saya juga begitu keluhan nya !",1,negatif
"Semakin kesini WA semakin gk jelas, pembaruan versi selalu error, un instal dulu baru bisa pembaruan, tapi cadangan chat jadi hilang semua, yg dulu verivikasi hanya lewat no Hp sekarang pakek sandi, lupa sandi harusnya ditautkan ke gmail....sekarang chat² yg penting, file² yg penting jadi hilang karena tdk bisa dipulihkan. Dan juga setelah diupdate mau kirim foto dr galeri semakin ribet...lebih simple yg versi lama.",1,negatif
"ada bug sedikit di WA, saya sudah mengecualikan salah satu kontak untuk tidak dapat melihat status, namun tiba tiba kontak tersebut dapat melihat, setelah saya cek ternyata kontak tersebut tidak dikecualikan, padahal saya sudah mengaturnya. mohon pihak WA untuk memperbaiki bug ini. (masalah wehh status wa ku diliatttttt)",4,positif
"agak sedikit kecewa denga update WhatsApp yang sekarang soalnya banyak bug yang terdeteksi... misal kaya panggilan telpon atau notifikasi tidak muncul suara.. padahal udah saya setting nada dering sama notifikasi, bahkan dengan volume keras mu masih belum ada terdengar notifikasi dan nada dering nyaa.. tolong juga untuk fitur"" nya segera di adakan... jangan hanya di BETA sajaa🙏🙏",4,positif
"Aplikasi semakin ke sini malah semakin error, sering bug dan nge freezer tiba"".. padahal sinyal full dan penyimpanan masih besar tapi kadang foto dan video dikirim gk bisa dibuka karna alasan penyimpanan internal penuh. Abis upload story malah GK bisa dibuka, sekali bisa di buka Malah kualitas gambar nya buruk . Padahal video yang diupload punya kualitas tinggi.sumpah, kecewa banget sama WhatsApp versi ini.",1,negatif
"Sekarang kok notif pop up nya telat banget, ada pesan masuk notif baru muncul beberapa belas menit kemudian, sering notif muncul lagi, pas di buka tidak ada pesan, jadi kayak nge prank!? Terus untuk emoticon sering banget gak keluar, untuk gif bagusan versi sebelumnya, ini malah harus ngeloading satu-satu...",4,positif
Maaf saya ganti dari bintang 5 ke 1. Sejak WA diperbarui makin jelek dan eror. Saya mau rekam video dari WA langsung gk bisa selalu gagal padahal sudah merekam. Tidak bisa menerapkan efek juga. Padahal sudah saya edit efek hitam putih tapi pas dikirim story jadi gambar asli lagi. Benar-benar buruk WA setelah diperbarui. Tidak perlu diperbarui jika semakin eror,1,negatif
"Setelah di-update kok malah tambah error, nomor nomor kontak ada beberapa yang hilang namanya keluar hanya nomornya saja ! Jadi malah bikin repot cari chat sebelumnya. Tolong diperbaiki secepatnya update itu perbaikan bukan malah bikin error dan merugikan pengguna.",2,negatif
"WhatsApp skr kok jd bad ya. WA saya jd trouble ( bug ), saya buat story WA untuk semua orang tp story WA nya tidak muncul di nomor 1 kontak aja sementara di kontak lain story WA saya muncul. padahal ngga saya hide dari siapapun, dan kita saling save nomor. sudah saya update aplikasinya tetap ngga ada perubahan. Saya harap kembali pulih lagi aplikasi ini",1,negatif
"yaudah si, app buat kirim pesan sama orang paling best itu ya WhatsAp. tapi tolong adain fitur-fitur yang lainnya juga, seperti tidak bisa mengambil gambar story orang lain tanpa izin atau mungkin boleh tuh ada fitur arsip story kaya Instagram dan bisa menambah musik di story💆🏻‍♀️ (banyak mau si tapi itu bakal perfect)",5,positif
Setelah di update ke versi terbaru file media kaya foto2 dan video2 dr whatsapp yg sebelumnya tersimpan digaleri semua error dan hilang..mana sbagian foto & video2 penting..😏 Belum lagi kadang lagi ngetik tiba2 suka kluar dr Aplikasi..,1,negatif
"Ini kenapa ya, setiap ngirim foto/stiker malah ga kekirim cuma jadi jam aja ga ceklis""tapi klo kirim pesan teks itu bisa, unggah sw pun cuma mengirim aja ga ke unggah"", notifikasi nya pun ga muncul kalo ada yang chat, ini kenapa ya tolong diperbaiki",2,negatif
"Aplikasi nya sangat bagus dan mudah dalam proses penggunaan nya...tetapi terlalu banyak pemberitahuan untuk program terbaru saat ini..jadi sering lelet dalam proses penggunaan seperti chat,call,dan panggilan vidionya...kalau bisa di optimalkan sesuai dengn perangkat android nya.terima kasih.",5,positif
".yang lain bisa story WA minimal 1 menit, kok di aq story dibawah 1 menit tetep kepotong eaa.. padahal lewat icon kamera yg atas, bukan yg dari bawah / reels nya.. masih heran.. apa device qu yg ndak support atau gimana kok malah sama saja.. ndak ada beda sama yg bawaan 30 detik.. jadi malas bikin story 🥲🥲",1,negatif
"Daritadi voice note nya ga ada suara trs awalnya pas ngerekam suaranya cuma 9 detik nah pas di kirim eh malah jadi 1 detik+ga ada suara(padahal udah ada suaranya) terus pas lagi mulai voice note malah yang titik titik nya hilang dan ketika berhenti dan lanjut voice note, pas di kirim awalanya bisa 9 detik tapi pas mau nge dengar eh malah berhenti di 1 detik, kesel banget sih, tolong benerin lagi wa nya.",1,negatif
"Sangat tidak memuaskan, semakin di update semakin aneh aja penampilannya, penampilan story berubah kesamping, posting foto atau video jadi buram, padahal aslinya jernih banget Mohon diperbaiki, terimakasih.",1,negatif
"Apaan si jd nya sering nge bug, tbtb ngga bisa di sentuh kirain HP nya yg rusak tp WA di HP adek juga sama, ngga bisa liat sw , buka video/foto kiriman dari tmn jg g bisa diliat cuma bisa di unduh doang setelah itu blur Tolong balikin lg ke versi sebelum nya. Mksh.",5,positif
"WhatsApp sekarang bukannya membuat pengguna senang tetapi sebagian pengguna banyak yang bilang bikin fitur tidak jelas,sulit di pahami kegunaannya,dan ketika ingin menghapus datapun susah harus hapus aplikasi dahulu. Masalah lagi ketika mendaftar kembali setelah WhatsApp terhapus tanpa di sengajapun yang sudah di cadangkanpun masih sulit di gunakan ketika login kembali nomor sudah di daftarkan kembali tapi kode verifikasi masuk ke email bukan ke nomor telepon Cadangan tidak langsung masuk",2,negatif
